country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
USA,United States of America,Buford,131.2,34.1623,-84.0774,Hydro,,,,2004.527439,USCE-Mobile District,270.889,U.S. Energy Information Administration,392.34
USA,United States of America,Bull Creek Wind,180.0,32.929,-101.5786,Wind,,,,2009.0,Bull Creek Wind LLC,133.022,U.S. Energy Information Administration,614.18
USA,United States of America,Bull Hill Wind Project,34.5,44.7231,-68.2425,Wind,,,,2012.0,First Wind O&M  LLC,115.172,U.S. Energy Information Administration,106.59
USA,United States of America,Bull Shoals,340.0,36.3635,-92.5763,Hydro,,,,1957.794118,USCE-Little Rock District,1428.481,U.S. Energy Information Administration,946.9
USA,United States of America,Bulldog,1.5,41.2258,-94.4406,Wind,,,,2010.0,Bulldog Wind Energy  LLC,5.504,U.S. Energy Information Administration,5.59
USA,United States of America,Bulls Bridge,7.2,41.659,-73.492,Hydro,,,,1903.0,FirstLight Power Resources Services LLC,36.365,U.S. Energy Information Administration,24.18
USA,United States of America,Burley Butte Windpark,21.3,42.4903,-113.9266,Wind,,,,2011.0,Idaho Wind Partners 1 LLC,56.106,U.S. Energy Information Administration,69.3
USA,United States of America,Burney Creek,3.0,40.8579,-121.7225,Hydro,,,,1990.0,Snow Mountain Hydro LLC,8.869,U.S. Energy Information Administration,6.24
USA,United States of America,Burton Dam,6.0,34.7939,-83.5406,Hydro,,,,1927.0,Georgia Power Co,31.133,U.S. Energy Information Administration,20.49
USA,United States of America,Busch Ranch Wind Energy Farm,29.0,37.8011,-104.4919,Wind,,,,2012.0,Black Hills Colorado Electric  LLC,90.567,U.S. Energy Information Administration,100.5
USA,United States of America,Butler Plaza,1.2,29.6231,-82.38,Solar,,,,2011.0,CF Gainesville Owner One LLC,1.238,U.S. Energy Information Administration,2.08
USA,United States of America,Butler Ridge,54.0,43.4003,-88.4811,Wind,,,,2009.0,Butler Ridge Wind Energy Center,144.165,U.S. Energy Information Administration,171.17
USA,United States of America,Butt Valley,40.0,40.1757,-121.1907,Hydro,,,,1959.0,Pacific Gas & Electric Co.,129.768,U.S. Energy Information Administration,117.31
USA,United States of America,Butte College Main Campus Solar,3.5,39.6481,-121.6442,Solar,,,,2011.0,Butte-Glenn Community College District,5.212,U.S. Energy Information Administration,6.97
USA,United States of America,Butter Creek Power LLC,5.0,45.7017,-119.4222,Wind,,,,2009.0,Echo 3,11.293,U.S. Energy Information Administration,12.82
USA,United States of America,Buzzard Roost,15.0,34.1697,-81.9025,Hydro,,,,1940.0,South Carolina Public Service Authority,42.286,U.S. Energy Information Administration,54.46
USA,United States of America,Byllesby,2.5,44.5119,-92.9394,Hydro,,,,1988.0,Neshkoro Power Assc LLC,14.513,U.S. Energy Information Administration,8.21
USA,United States of America,Byllesby 2,21.6,36.7858,-80.9333,Hydro,,,,1912.0,Appalachian Power Co,66.494,U.S. Energy Information Administration,83.62
USA,United States of America,Bypass,9.9,42.5609,-114.0575,Hydro,,,,1987.0,North Side Energy Company,25.82,U.S. Energy Information Administration,26.28
USA,United States of America,C J Strike,82.8,42.9449,-115.9779,Hydro,,,,1952.0,Idaho Power Co,495.712,U.S. Energy Information Administration,301.16
USA,United States of America,C W Tippy,20.1,44.2591,-85.9396,Hydro,,,,1918.0,Consumers Energy Co,66.726,U.S. Energy Information Administration,77.25
USA,United States of America,C-Drop Hydro,1.1,42.1658,-121.685,Hydro,,,,2012.0,C-Drop,2.207,U.S. Energy Information Administration,3.18
USA,United States of America,CASD Solar,1.3,40.2142,-77.2061,Solar,,,,2010.0,Carlisle Area School District,0.001,U.S. Energy Information Administration,1.91
USA,United States of America,CCMUA,1.5,39.9231,-75.1275,Solar,,,,2012.0,Camden Solar Center  LLC,1.804,U.S. Energy Information Administration,2.39
USA,United States of America,CG Windfarm LLC,2.0,43.9931,-96.2186,Wind,,,,2004.0,CG Windfarm LLC,2.25,U.S. Energy Information Administration,6.8
USA,United States of America,CM10,10.0,35.7881,-114.9933,Solar,,,,2009.0,Consolidated Edison Development Inc.,22.562,U.S. Energy Information Administration,19.0
USA,United States of America,CM48,48.0,35.7814,-114.9933,Solar,,,,2010.208333,Consolidated Edison Development Inc.,97.974,U.S. Energy Information Administration,100.92
USA,United States of America,CS Murphy Point  LLC,1.0,34.9895,-84.1662,Solar,,,,2011.0,CS Murphy Point  LLC,1.328,U.S. Energy Information Administration,1.6
USA,United States of America,CSU Fresno Solar Project,1.0,36.8098,-119.7417,Solar,,,,2008.0,MMA Fresno Power LP,1.485,U.S. Energy Information Administration,1.61
USA,United States of America,CSU Pueblo,1.0,38.3061,-104.58,Solar,,,,2009.0,SSA Solar of CO 1  LLC,1.801,U.S. Energy Information Administration,1.79
USA,United States of America,CTV Power Purchase Contract Trust,4.6,35.0583,-118.3083,Wind,,,,2003.608696,Brookfield Renewable Trading and Marketing LP,11.048,U.S. Energy Information Administration,12.14
USA,United States of America,Cabazon Wind Partners,41.0,33.9172,-116.735,Wind,,,,2002.0,Shell Wind Energy Inc.,111.678,U.S. Energy Information Administration,159.28
USA,United States of America,Cabin Creek,300.0,39.6551,-105.7088,Hydro,,,,1967.0,Public Service Co of Colorado,-107.634,U.S. Energy Information Administration,739.23
USA,United States of America,Cabinet Gorge,265.2,48.0844,-116.0531,Hydro,,,,1952.5,Avista Corp,991.068,U.S. Energy Information Administration,1055.93
USA,United States of America,Cabot,61.8,42.5875,-72.5793,Hydro,,,,1916.0,FirstLight Power Resources  Inc. - MA,300.498,U.S. Energy Information Administration,225.09
USA,United States of America,Cabot Holyoke,2.6,42.2,-72.61,Hydro,,,,1917.153846,City of Holyoke Gas and Electric Dept.,5.228,U.S. Energy Information Administration,10.23
USA,United States of America,Cadys Falls,1.6,44.5776,-72.6119,Hydro,,,,1930.5,Village of Morrisville - (VT),1.923,U.S. Energy Information Administration,4.22
USA,United States of America,Cadyville,5.5,44.695,-73.6219,Hydro,,,,1957.636364,New York State Elec & Gas Corp,22.278,U.S. Energy Information Administration,20.76
USA,United States of America,CalRenew-1,5.0,36.7575,-120.3658,Solar,,,,2010.0,CalRenew-1 LLC,8.964,U.S. Energy Information Administration,10.75
USA,United States of America,Calderwood,156.6,35.4923,-83.9806,Hydro,,,,1932.666667,Brookfield Smoky Mountain Hydropower LP,780.722,U.S. Energy Information Administration,578.65
USA,United States of America,Caldron Falls,6.4,45.3569,-88.2306,Hydro,,,,1924.0,Wisconsin Public Service Corp,23.819,U.S. Energy Information Administration,15.82
USA,United States of America,California Valley Solar Ranch,249.8,35.3237,-119.9166,Solar,,,,2012.915933,NRG Renew Operation & Maintenance  LLC,584.795,U.S. Energy Information Administration,581.55
USA,United States of America,Callahan Divide Wind Energy Center,114.0,32.3039,-100.0217,Wind,,,,2005.0,FPL Energy Callahan Wind  LLC,426.623,U.S. Energy Information Administration,334.79
USA,United States of America,Calligan Creek Hydroelectric Project,6.0,47.6008,-121.6886,Hydro,,,,2018.0,PUD 1 of Snohomish County,10.998,U.S. Energy Information Administration,20.71
USA,United States of America,Calpine Vineland Solar LLC,4.1,39.4636,-75.0667,Solar,,,,2009.439024,Calpine Vineland Solar LLC,5.214,U.S. Energy Information Administration,6.12
USA,United States of America,Camanche,10.8,38.2268,-121.0245,Hydro,,,,1983.0,East Bay Municipal Util Dist,61.767,U.S. Energy Information Administration,31.92
USA,United States of America,Camelot Wind LLC,1.5,41.9253,-70.64,Wind,,,,2012.0,Camelot Wind LLC,2.741,U.S. Energy Information Administration,4.3
USA,United States of America,Cameron Ridge LLC,59.6,35.075,-118.3158,Wind,,,,1985.0,Terra-Gen Operating Co-Wind,153.82,U.S. Energy Information Administration,145.06
USA,United States of America,Camino,157.8,38.8288,-120.5371,Hydro,,,,1965.5,Sacramento Municipal Util Dist,464.031,U.S. Energy Information Administration,369.48
USA,United States of America,Camp Far West,7.2,39.0488,-121.317,Hydro,,,,1985.0,Sacramento Municipal Util Dist,29.529,U.S. Energy Information Administration,18.22
USA,United States of America,Camp Grove Wind Farm,150.0,41.0906,-89.6398,Wind,,,,2008.0,Orion Energy Group LLC,429.371,U.S. Energy Information Administration,438.75
USA,United States of America,Camp Reed,22.5,42.8119,-115.0489,Wind,,,,2011.0,Idaho Wind Partners 1 LLC,65.322,U.S. Energy Information Administration,67.49
USA,United States of America,Campbell Hill Windpower,99.0,43.0145,-105.999,Wind,,,,2010.0,Duke Energy DEGS Campbell Hill,323.963,U.S. Energy Information Administration,404.05
USA,United States of America,Canaan,1.1,44.9993,-71.5302,Hydro,,,,1927.0,Central Rivers Power NH  LLC,6.106,U.S. Energy Information Administration,4.29
USA,United States of America,Caney River Wind Project,200.0,37.46,-96.42,Wind,,,,2011.0,Caney River Wind Project,656.59253,U.S. Energy Information Administration,778.88
USA,United States of America,Cannelton Hydroelectric Plant,87.9,37.8997,-86.7058,Hydro,,,,2016.0,American Mun Power-Ohio  Inc,386.326,U.S. Energy Information Administration,362.29
USA,United States of America,Cantua Solar Station,20.0,36.4251,-120.3435,Solar,,,,2012.0,Pacific Gas & Electric Co.,40.365,U.S. Energy Information Administration,43.08
USA,United States of America,Canyon,6.0,29.8706,-98.1947,Hydro,,,,1989.0,Guadalupe Blanco River Authority,12.6,U.S. Energy Information Administration,16.76
USA,United States of America,Canyon Ferry,49.8,46.649,-111.7279,Hydro,,,,1954.0,U S Bureau of Reclamation,368.878,U.S. Energy Information Administration,182.49
USA,United States of America,Capricorn Ridge Wind LLC,662.5,31.952,-101.0189,Wind,,,,2007.450566,Capricorn Ridge Wind LLC,2237.527,U.S. Energy Information Administration,2319.01
USA,United States of America,Caprock Wind Farm,80.0,34.9806,-103.3539,Wind,,,,2005.0,Leeward Asset Management  LLC,320.798,U.S. Energy Information Administration,237.5
USA,United States of America,Caribou 1,73.8,40.0855,-121.1482,Hydro,,,,1922.01626,Pacific Gas & Electric Co.,133.017,U.S. Energy Information Administration,245.49
USA,United States of America,Caribou 2,117.9,40.086,-121.1494,Hydro,,,,1958.0,Pacific Gas & Electric Co.,678.61,U.S. Energy Information Administration,339.87
USA,United States of America,Carmen Smith,114.3,44.286,-122.0414,Hydro,,,,1963.0,Eugene Water & Electric Board,42.329,U.S. Energy Information Administration,326.23
USA,United States of America,Carpenter,56.0,34.4425,-93.0262,Hydro,,,,1932.0,Entergy Arkansas LLC,76.107,U.S. Energy Information Administration,206.5
USA,United States of America,Carrier Clinic,1.5,40.47,-74.685,Solar,,,,2009.0,Sunlight General Solar Fund II  LLC,1.938,U.S. Energy Information Administration,2.22
USA,United States of America,Carroll Wind Farm,159.1,42.1622,-94.93,Wind,,,,2009.0,MidAmerican Energy Co,402.551,U.S. Energy Information Administration,528.49
USA,United States of America,Carson Solar I,2.0,38.7228,-104.7817,Solar,,,,2008.0,Carson Solar 1 LLC,0.0,U.S. Energy Information Administration,2.94
USA,United States of America,Carstensen Wind,1.7,44.0247,-96.4369,Wind,,,,2005.0,Carstensen Wind LLC,3.581,U.S. Energy Information Administration,5.54
USA,United States of America,Carter Hydro,2.6,40.3242,-105.2089,Hydro,,,,2012.0,Northern Colorado Water Conservancy District,8.601,U.S. Energy Information Administration,8.15
USA,United States of America,Carters,500.0,34.6121,-84.6733,Hydro,,,,1976.0,USCE-Mobile District,202.647,U.S. Energy Information Administration,995.28
USA,United States of America,Carver Falls,1.9,43.6262,-73.3073,Hydro,,,,1922.0,Green Mountain Power Corp,7.861,U.S. Energy Information Administration,5.46
USA,United States of America,Cascade Dam,1.6,42.9094,-85.4989,Hydro,,,,1987.0,STS Hydropower  LLC,7.882,U.S. Energy Information Administration,5.69
USA,United States of America,Cascade Dam,12.4,44.5256,-116.0483,Hydro,,,,1984.0,Idaho Power Co,36.596,U.S. Energy Information Administration,43.68
USA,United States of America,Cashton Greens Wind Farm,5.0,43.7339,-90.805,Wind,,,,2012.0,Cashton Greens Wind Farm LLC,10.057,U.S. Energy Information Administration,16.1
USA,United States of America,Casper Wind Farm,17.0,42.8847,-106.2214,Wind,,,,2010.0,Chevron USA,11.095,U.S. Energy Information Administration,62.59
USA,United States of America,Casselman Wind Power Project,34.5,39.85,-79.138,Wind,,,,2008.0,Avangrid Renewables LLC,89.458,U.S. Energy Information Administration,113.91
USA,United States of America,Cassia Gulch,18.9,42.8744,-115.0172,Wind,,,,2009.0,Cassia Gulch Wind Park  LLC,40.035,U.S. Energy Information Administration,55.91
USA,United States of America,Cassia Wind,10.5,42.8444,-115.0369,Wind,,,,2009.0,Cassia Wind Farm  LLC,18.646,U.S. Energy Information Administration,28.94
USA,United States of America,Castaic,1682.0,34.5872,-118.6566,Hydro,,,,1975.866825,Los Angeles Department of Water & Power,193.141,U.S. Energy Information Administration,4695.86
USA,United States of America,Castle Rock,15.0,43.8656,-89.9514,Hydro,,,,1950.2,Wisconsin River Power Company,109.498,U.S. Energy Information Administration,77.31
USA,United States of America,Castle Rock Vineyards,1.0,35.8011,-119.1106,Solar,,,,2010.0,Castle Rock Cooling,1.117,U.S. Energy Information Administration,2.07
USA,United States of America,Cataract (MI),2.0,46.3156,-87.5128,Hydro,,,,1988.0,Renewable World Energies LLC,7.08,U.S. Energy Information Administration,6.79
USA,United States of America,Cataract Hydro,6.6,43.4956,-70.4472,Hydro,,,,1937.0,Brookfield White Pine Hydro LLC,9.708,U.S. Energy Information Administration,26.52
USA,United States of America,Causey,2.1,41.2972,-111.5888,Hydro,,,,1998.0,Weber Basin Water Conserv Dist,5.511,U.S. Energy Information Administration,6.02
USA,United States of America,Cavendish,1.7,43.3812,-72.5982,Hydro,,,,1907.0,Green Mountain Power Corp,3.782,U.S. Energy Information Administration,5.54
USA,United States of America,Cedar Cliff,6.4,35.2531,-83.0983,Hydro,,,,1952.0,Duke Energy Carolinas  LLC,24.46,U.S. Energy Information Administration,14.87
USA,United States of America,Cedar Creek,45.0,34.5414,-80.8756,Hydro,,,,1926.0,Duke Energy Carolinas  LLC,183.868,U.S. Energy Information Administration,162.31
USA,United States of America,Cedar Creek II,248.3,40.9475,-103.7839,Wind,,,,2011.0,AE Power Services LLC,661.089,U.S. Energy Information Administration,837.5
USA,United States of America,Cedar Creek Wind,300.5,40.8944,-104.0206,Wind,,,,2007.0,Leeward Asset Management  LLC,707.748,U.S. Energy Information Administration,812.51
USA,United States of America,Cedar Falls (WA),30.0,47.4193,-121.7819,Hydro,,,,1925.0,City of Seattle - (WA),40.858,U.S. Energy Information Administration,87.66
USA,United States of America,Cedar Falls (WI),6.0,44.9367,-91.8883,Hydro,,,,1912.0,Northern States Power Co - Minnesota,46.944,U.S. Energy Information Administration,22.2
USA,United States of America,Cedar Hills Wind Farm,19.5,46.2456,-103.7672,Wind,,,,2010.0,Montana-Dakota Utilities Co,51.692,U.S. Energy Information Administration,78.6
USA,United States of America,Cedar Point Wind,252.0,39.4218,-103.6781,Wind,,,,2011.0,Cedar Point LLC,589.976,U.S. Energy Information Administration,932.09
USA,United States of America,Cedar Ridge,67.7,43.6926,-88.3297,Wind,,,,2009.0,Wisconsin Power & Light Co,176.428,U.S. Energy Information Administration,218.44
USA,United States of America,Cedro Hill Wind LLC,150.0,27.5761,-98.9053,Wind,,,,2011.0,NRG Energy Gas & Wind Holdings Inc,489.489,U.S. Energy Information Administration,496.07
USA,United States of America,Centennial Wind Farm,120.0,36.6377,-99.6019,Wind,,,,2007.0,Oklahoma Gas & Electric Co,263.119,U.S. Energy Information Administration,394.8
USA,United States of America,Center Falls,1.1,43.0967,-73.4602,Hydro,,,,1984.0,Hollingworth & Vose Co Center Falls,1.698,U.S. Energy Information Administration,3.94
USA,United States of America,Center Hill,140.0,36.0972,-85.8274,Hydro,,,,1950.678571,USCE-Nashville District,245.304,U.S. Energy Information Administration,488.04
USA,United States of America,Central Hudson High Falls,3.2,41.8288,-74.1319,Hydro,,,,1987.0,Central Hudson Gas & Elec Corp,8.002,U.S. Energy Information Administration,7.8
USA,United States of America,Central Plains Wind Farm,99.0,38.5032,-101.1615,Wind,,,,2009.0,Evergy Kansas Central  Inc,236.922,U.S. Energy Information Administration,357.11
USA,United States of America,Century,201.2,42.5644,-93.6369,Wind,,,,2005.763419,MidAmerican Energy Co,536.289,U.S. Energy Information Administration,656.59
USA,United States of America,Chace Mill Winooski One,7.5,44.49,-73.1875,Hydro,,,,1993.0,City of Burlington Electric - (VT),33.246,U.S. Energy Information Administration,28.94
USA,United States of America,Chalk Hill,7.8,45.5136,-87.8011,Hydro,,,,1927.0,Wisconsin Electric Power Co,43.285,U.S. Energy Information Administration,30.26
USA,United States of America,Chamberlain Wind Project,2.6,43.8485,-99.2476,Wind,,,,2001.0,Basin Electric Power Coop,1.566,U.S. Energy Information Administration,6.64
USA,United States of America,Champepaden Wind Power,2.0,43.8997,-95.9506,Wind,,,,2002.0,EDF Renewable Asset Holdings  Inc.,3.708,U.S. Energy Information Administration,6.16
USA,United States of America,Champion Wind Farm LLC,126.5,32.3983,-100.6481,Wind,,,,2008.0,RWE Renewables Americas LLC,364.32,U.S. Energy Information Administration,436.86
USA,United States of America,Chanarambie Power Partners  LLC,85.5,44.011,-96.0446,Wind,,,,2004.0,Allete Clean Energy,201.508,U.S. Energy Information Administration,293.62
USA,United States of America,Chandler,12.0,46.2668,-119.5898,Hydro,,,,1956.0,U S Bureau of Reclamation,42.456,U.S. Energy Information Administration,50.13
USA,United States of America,Charles City Wind Farm,80.0,43.0003,-92.62,Wind,,,,2008.0,MidAmerican Energy Co,236.902,U.S. Energy Information Administration,257.51
USA,United States of America,Charles E Monty,28.4,44.0995,-70.2209,Hydro,,,,1990.0,Brookfield White Pine Hydro LLC,154.253,U.S. Energy Information Administration,111.91
USA,United States of America,Charlestown Wind Turbine,1.5,42.3914,-71.0708,Wind,,,,2011.0,MWRA Charlestown,1.508,U.S. Energy Information Administration,4.01
USA,United States of America,Chasm,3.0,44.7533,-74.2169,Hydro,,,,1917.333333,Erie Boulevard Hydropower LP,23.75,U.S. Energy Information Administration,10.24
USA,United States of America,Chasm Hydro Partnership,1.6,44.9318,-74.1125,Hydro,,,,1982.75,Ampersand Chasm Hydro LLC,0.0,U.S. Energy Information Administration,4.22
USA,United States of America,Chateaugay High Falls Hydro,1.7,44.9099,-74.0858,Hydro,,,,1989.0,Triton Power Co,7.149,U.S. Energy Information Administration,4.49
USA,United States of America,Chattanooga Metropolitan Airport Solar,2.7,35.0246,-85.2086,Solar,,,,2013.962963,Chattanooga Metropolitan Airport,3.118,U.S. Energy Information Administration,3.29
USA,United States of America,Chatuge,13.2,35.0191,-83.7914,Hydro,,,,1955.0,Tennessee Valley Authority,30.591,U.S. Energy Information Administration,34.33
USA,United States of America,Cheatham,36.0,36.3208,-87.2219,Hydro,,,,1958.0,USCE-Nashville District,165.127,U.S. Energy Information Administration,184.68
USA,United States of America,Cheboygan,1.5,45.6375,-84.4814,Hydro,,,,1984.0,Great Lakes Tissue Co,4.857,U.S. Energy Information Administration,6.17
USA,United States of America,Chelan,59.2,47.8347,-120.0133,Hydro,,,,1927.5,PUD No 1 of Chelan County,326.484,U.S. Energy Information Administration,197.26
USA,United States of America,Chemical,1.6,42.1919,-72.6097,Hydro,,,,1935.0,City of Holyoke Gas and Electric Dept.,1.598,U.S. Energy Information Administration,4.63
USA,United States of America,Cheoah,140.0,35.4478,-83.9383,Hydro,,,,1998.696429,Brookfield Smoky Mountain Hydropower LP,685.073,U.S. Energy Information Administration,517.32
USA,United States of America,Cherokee Dam,135.0,36.1682,-83.4977,Hydro,,,,1947.459259,Tennessee Valley Authority,425.133,U.S. Energy Information Administration,488.67
USA,United States of America,Cherokee Falls,4.3,35.0642,-81.5458,Hydro,,,,1986.0,Aquenergy Systems Inc,8.68174,U.S. Energy Information Administration,15.4
USA,United States of America,Cherry Hill,1.1,39.8761,-75.0086,Solar,,,,2010.0,NFI Solar LLC,1.506,U.S. Energy Information Administration,1.64
USA,United States of America,Chester Diversion Hydroelectric Project,3.6,44.0183,-111.5836,Hydro,,,,2014.0,Fall River Rural Elec Coop Inc,7.551,U.S. Energy Information Administration,13.28
USA,United States of America,Chester Lake,1.3,55.1169,-131.5459,Hydro,,,,1988.0,Metlakatla Power & Light,5.809,U.S. Energy Information Administration,3.41
USA,United States of America,Chestnut Flats Wind Farm,38.0,40.5228,-78.4769,Wind,,,,2012.0,EDF Renewable Asset Holdings  Inc.,86.293,U.S. Energy Information Administration,136.06
USA,United States of America,Chicago Park,44.0,39.1779,-120.8909,Hydro,,,,1965.0,Nevada Irrigation District,148.125,U.S. Energy Information Administration,125.85
USA,United States of America,Chickamauga,159.6,35.1018,-85.2295,Hydro,,,,1943.0,Tennessee Valley Authority,776.22,U.S. Energy Information Administration,662.93
USA,United States of America,Chicopee Hydroelectric Station,2.4,42.1596,-72.5828,Hydro,,,,1985.0,City of Chicopee - (MA),5.094,U.S. Energy Information Administration,6.89
USA,United States of America,Chief Joseph,2456.2,47.9951,-119.6404,Hydro,,,,1965.793665,USACE Northwestern Division,9854.017,U.S. Energy Information Administration,10255.53
USA,United States of America,Chilhowee,49.8,35.5453,-84.0503,Hydro,,,,1957.0,Brookfield Smoky Mountain Hydropower LP,219.77,U.S. Energy Information Administration,196.87
USA,United States of America,Chili Bar,7.0,38.7718,-120.8132,Hydro,,,,1965.0,Pacific Gas & Electric Co.,35.121,U.S. Energy Information Administration,24.24
USA,United States of America,China Mill Hydro,1.7,43.1287,-71.4599,Hydro,,,,1981.0,New Hampshire Hydro Associates,3.294,U.S. Energy Information Administration,6.94
USA,United States of America,Chippewa Falls,21.6,44.9308,-91.3889,Hydro,,,,1928.0,Northern States Power Co - Minnesota,85.921,U.S. Energy Information Administration,104.94
USA,United States of America,Chittenden County Solar Partners,2.2,44.4361,-73.1453,Solar,,,,2011.0,Chittenden County Solar Partners LLC,3.184,U.S. Energy Information Administration,3.16
USA,United States of America,Christmas Tree Shops DC Burlington NJ,2.1,40.1042,-74.8128,Solar,,,,2011.0,Bed Bath & Beyond,3.142,U.S. Energy Information Administration,3.2
USA,United States of America,Chuckawalla Solar,4.0,33.5683,-114.9181,Solar,,,,2012.0,Chuckawalla Solar LLC,8.925,U.S. Energy Information Administration,7.7
USA,United States of America,Chuckawalla Valley State Prison,1.0,33.5653,-114.9036,Solar,,,,2006.0,SunE CPA CDC1 LLC,1.807,U.S. Energy Information Administration,1.64
USA,United States of America,Cimarron Solar Facility,30.6,36.4681,-104.6357,Solar,,,,2011.0,Southern Power Co,61.71,U.S. Energy Information Administration,68.15
USA,United States of America,Cimarron Wind Energy LLC,165.6,37.8739,-100.2803,Wind,,,,2012.0,Cimarron Wind Energy LLC,652.121,U.S. Energy Information Administration,705.34
USA,United States of America,Cimarron Windpower II,131.0,37.9013,-100.372,Wind,,,,2012.0,Cimarron Windpower II  LLC,534.182,U.S. Energy Information Administration,501.29
USA,United States of America,Cisco,8.4,43.6256,-95.3725,Wind,,,,2008.0,Allete Clean Energy,17.583,U.S. Energy Information Administration,26.03
USA,United States of America,City & County of Denver at Denver Int'l,3.4,39.9041,-104.6542,Solar,,,,2011.0,Denver Airport Solar  LLC,6.74,U.S. Energy Information Administration,6.1
USA,United States of America,City Power Plant,8.0,43.4914,-112.0454,Hydro,,,,1982.0,City of Idaho Falls - (ID),46.722,U.S. Energy Information Administration,33.94
USA,United States of America,City of Boulder WWTP,1.0,40.048,-105.1803,Solar,,,,2010.0,SunE NLB-2  LLC,1.38,U.S. Energy Information Administration,1.53
USA,United States of America,City of Madera WWTP,1.2,36.9408,-120.1572,Solar,,,,2009.0,SunE GIL1  LLC,1.056,U.S. Energy Information Administration,2.37
USA,United States of America,City of Tulare Water Facility,1.0,36.185,-119.375,Solar,,,,2011.0,City of Tulare Water Pollution Control,17.05473,U.S. Energy Information Administration,2.8
USA,United States of America,Clam River Dam,1.2,45.9467,-92.5383,Hydro,,,,1950.666667,Renewable World Energies LLC,6.407,U.S. Energy Information Administration,3.69
USA,United States of America,Clarence Cannon,58.0,39.5248,-91.644,Hydro,,,,1984.0,USCE-St Louis District,153.782,U.S. Energy Information Administration,208.29
USA,United States of America,Clark Falls,3.0,44.6356,-73.12,Hydro,,,,1937.0,Green Mountain Power Corp,16.192,U.S. Energy Information Administration,10.25
USA,United States of America,Claytor,74.8,37.075,-80.5847,Hydro,,,,1939.0,Appalachian Power Co,283.036,U.S. Energy Information Administration,265.91
USA,United States of America,Clear Lake,2.5,42.667,-114.7801,Hydro,,,,1938.0,Idaho Power Co,17.272,U.S. Energy Information Administration,9.78
USA,United States of America,Clearwater 1,15.0,43.2512,-122.3379,Hydro,,,,1953.0,PacifiCorp,26.356,U.S. Energy Information Administration,37.93
USA,United States of America,Clearwater 2,26.0,43.2669,-122.4098,Hydro,,,,1953.0,PacifiCorp,35.821,U.S. Energy Information Administration,86.86
USA,United States of America,Clement Dam Hydro LLC,2.4,43.4405,-71.596,Hydro,,,,1985.0,Eagle Creek RE LLC,10.725,U.S. Energy Information Administration,7.6
USA,United States of America,Clifton Dam 3 Power Station,1.2,34.9953,-81.8344,Hydro,,,,1986.166667,Converse Energy Inc,5.034,U.S. Energy Information Administration,3.77
USA,United States of America,Cloud County Wind Farm,201.0,39.4375,-97.6644,Wind,,,,2009.0,Cloud County Windfarm  LLC,547.94,U.S. Energy Information Administration,706.97
USA,United States of America,Coastal Energy Project,6.0,46.7936,-124.0654,Wind,,,,2010.0,Coastal Community Action Program,11.878,U.S. Energy Information Administration,13.84
USA,United States of America,Cobble Mountain,33.0,42.1171,-72.8647,Hydro,,,,1930.0,City of Holyoke Gas and Electric Dept.,21.064,U.S. Energy Information Administration,105.14
USA,United States of America,Cochrane,60.4,47.5375,-111.195,Hydro,,,,1958.0,NorthWestern Energy,326.084,U.S. Energy Information Administration,235.89
USA,United States of America,Cogentrix of Alamosa,30.0,37.5986,-105.9558,Solar,,,,2012.0,KEPCO Alamosa LLC,54.831,U.S. Energy Information Administration,62.85
USA,United States of America,Cohalan,4.0,40.7625,-73.1944,Solar,,,,2012.375,CD US Solar MT1 LLC,4.059,U.S. Energy Information Administration,6.19
USA,United States of America,Cohocton Wind Project,87.5,42.45,-77.52,Wind,,,,2009.0,First Wind O&M  LLC,135.139,U.S. Energy Information Administration,249.46
USA,United States of America,Coleman Falls,1.5,37.5035,-79.3006,Hydro,,,,1983.0,Holcomb Rock Company,0.0,U.S. Energy Information Administration,4.17
USA,United States of America,Coleman PH,12.1,40.4046,-122.1219,Hydro,,,,1979.0,Pacific Gas & Electric Co.,41.183,U.S. Energy Information Administration,35.03
USA,United States of America,Colgate,315.0,39.3308,-121.1917,Hydro,,,,1969.0,Yuba County Water Agency,1638.632,U.S. Energy Information Administration,682.34
USA,United States of America,Collierville Powerhouse,253.0,38.1446,-120.3805,Hydro,,,,1989.0,Northern California Power Agny,907.657,U.S. Energy Information Administration,467.19
USA,United States of America,Collins Facility,1.2,42.1569,-72.4227,Hydro,,,,1985.0,Dichotomy Collins Hydro LLC,4.793,U.S. Energy Information Administration,3.46
USA,United States of America,Colorado Green Holdings LLC,162.0,37.7033,-102.6231,Wind,,,,2004.0,Avangrid Renewables LLC,416.148,U.S. Energy Information Administration,493.5
USA,United States of America,Colton,36.0,44.5839,-74.9583,Hydro,,,,1921.611111,Erie Boulevard Hydropower LP,195.677,U.S. Energy Information Administration,132.12
USA,United States of America,Columbus,45.6,41.4639,-97.3283,Hydro,,,,1936.0,Loup River Public Power Dist,77.398,U.S. Energy Information Administration,173.72
USA,United States of America,Com Adam 1WF-1,5.0,41.6603,-89.2497,Wind,,,,2007.0,FPC Services Inc.,8.69814,U.S. Energy Information Administration,10.94
USA,United States of America,Combie South,1.5,39.0096,-121.0591,Hydro,,,,1984.0,Nevada Irrigation District,7.918,U.S. Energy Information Administration,3.33
